gene_id	gene_name	.T0.s1	.T0.s2	.T0.s3	.T96.s4	.T96.s5	.T96.s6
ENSG00000100365	NCF4	30	30.697	38	81.001	46	59
ENSG00000100368	CSF2RB	58.973	92.984	79.718	72.698	104.984	133.801
ENSG00000100372	SLC25A17	102	110	79	68	58	68.999
ENSG00000100373	UPK3A	3	1	0	13	1	0
ENSG00000100376	FAM118A	126	193.204	207	104.43	124.141	118.899
ENSG00000100379	KCTD17	216	261.29	223.989	160.559	134.59	154.42
ENSG00000100380	ST13	535.618	599.079	472.9	316.073	309.96	403.339
ENSG00000100385	IL2RB	11	17	33	32	13	9.037
ENSG00000100387	RBX1	93	150	82	69	69	69
ENSG00000100393	EP300	2086.193	2478.556	2034.929	1049.673	1051.191	1185.499
ENSG00000100395	L3MBTL2	643	569.999	606	335.393	308	403.501
ENSG00000100399	CHADL	11.084	18	20.464	11.045	3	10
ENSG00000100401	RANGAP1	583.026	726.405	508.391	431.475	449.343	423.193
ENSG00000100403	ZC3H7B	1105	1324.457	1327.977	817.951	767.642	828.92
ENSG00000100410	PHF5A	406.969	464.974	335.975	215.965	246.99	282
ENSG00000100412	ACO2	2076.03	2686.478	2135.587	1345.446	1448.141	1631.818
ENSG00000100413	POLR3H	122.999	163	109.999	227.564	109	99
ENSG00000100416	TRMU	59.06	53.364	39.999	62.134	53.175	46.286
ENSG00000100417	PMM1	334	379.001	300.001	335	409.001	392
ENSG00000100418	DESI1	371.976	426.999	335.178	230.944	313.8	254.944
ENSG00000100422	CERK	127	165	89	166.007	211	246.974
ENSG00000100425	BRD1	1418.188	1468.768	1222.831	1008.494	1058.273	1227.888
ENSG00000100426	ZBED4	303	316.239	357.999	231.15	221.265	206.038
ENSG00000100427	MLC1	20.002	20.004	16	24.059	20	20
ENSG00000100429	HDAC10	20.747	27.281	29.803	49.088	38.954	19.802
ENSG00000100433	KCNK10	7	26.74	5	51.345	29	31
ENSG00000100439	ABHD4	40	49	54.271	58.568	57.999	60
ENSG00000100441	KHNYN	88.826	112.115	72.884	92.348	81.001	83.991
ENSG00000100442	FKBP3	677.69	851.898	576.672	439.075	511.775	684.149
ENSG00000100445	SDR39U1	36	62	63.175	46.702	56.978	79
ENSG00000100448	CTSG	2	12	7	6	9	3
ENSG00000100450	GZMH	2	0	3	3.105	0	0
ENSG00000100453	GZMB	0	1	1.068	5	5	5
ENSG00000100461	RBM23	20.036	31.15	27	82.062	18.665	18.899
ENSG00000100462	PRMT5	409.999	498.068	399.999	276.324	295.124	282
ENSG00000100473	COCH	8.138	5.098	3.661	5.721	7	3
ENSG00000100478	AP4S1	34	38.967	39.999	80	35	39
ENSG00000100479	POLE2	72	89	81	60.118	46	42
ENSG00000100483	VCPKMT	57	64.999	43.001	143.406	44.429	48
ENSG00000100485	SOS2	221.323	287.576	167.655	163.367	191.209	197.508
ENSG00000100490	CDKL1	38.999	32.001	43.001	49.734	33	27
ENSG00000100503	NIN	135.172	201.001	191.929	209.873	138.614	110.964
ENSG00000100504	PYGL	23	23	12	41	67.374	65.999
ENSG00000100505	TRIM9	85	105.999	94	90.119	74.63	61.915
ENSG00000100519	PSMC6	536.574	835.097	602.315	455.009	530.151	522.965
ENSG00000100522	GNPNAT1	80.001	111	98.989	120.847	145.001	209.001
ENSG00000100523	DDHD1	197.02	282.003	221.936	602.303	260.953	226.003
ENSG00000100526	CDKN3	19	9	22	20.949	19	36
ENSG00000100528	CNIH1	376.001	499	294	255	278.001	324
ENSG00000100532	CGRRF1	23	53	24	25.001	28.001	39
ENSG00000100554	ATP6V1D	299	381.001	277.999	378.242	271	321.999
ENSG00000100557	CCDC198	0	2	2	12	4	7
ENSG00000100558	PLEK2	7	11	23	16	5.392	7
ENSG00000100564	PIGH	6	9.902	2	65.038	12.304	5.875
ENSG00000100565	LRRC74A	35.998	43	16	30.83	53.032	42.998
ENSG00000100567	PSMA3	767.08	977.962	819	478.001	531	630.001
ENSG00000100568	VTI1B	131.552	164.404	134.712	113.831	118.027	140.031
ENSG00000100575	TIMM9	20	52.001	41	9	15	19
ENSG00000100577	GSTZ1	54.584	67.613	54.789	192.642	92	99
ENSG00000100578	KIAA0586	69.462	79.031	79.481	72.156	64.866	55.943
ENSG00000100580	TMED8	115.218	140.484	150	68.379	72	70
ENSG00000100583	SAMD15	7	9	1	3	8	5
ENSG00000100591	AHSA1	1160.085	1340.001	1198	632	798.001	788.999
ENSG00000100592	DAAM1	396	478	360.001	402.176	489	505.001
ENSG00000100593	ISM2	6.005	15	0	33.379	16.272	18
ENSG00000100596	SPTLC2	195.516	225.999	157.504	158.788	185.952	181.836
ENSG00000100599	RIN3	31.323	46.388	36	492.212	27.1	33.694
ENSG00000100600	LGMN	490.112	564.927	477.187	407.35	313.413	378.437
ENSG00000100601	ALKBH1	45	34	32	43	28	46
ENSG00000100603	SNW1	704.975	850	644.963	396.792	425.494	460.001
ENSG00000100604	CHGA	295.001	359.321	251.931	150.03	125	144
ENSG00000100605	ITPK1	102.125	84.2	74.026	92.057	69.999	92.284
ENSG00000100612	DHRS7	4	10.984	0	5.012	5	2
ENSG00000100614	PPM1A	953.001	1207	826	930.873	1025.001	1071
ENSG00000100625	SIX4	92.148	136	89.001	149.004	157.274	109.004
ENSG00000100626	GALNT16	23	32.103	16.999	55.298	36.001	21.841
ENSG00000100628	ASB2	51	70.201	55.025	58.056	30	47
ENSG00000100629	CEP128	28.001	48.664	29	28.999	29	27.362
ENSG00000100632	ERH	877.917	1037.067	783.999	392.999	463.004	552
ENSG00000100644	HIF1A	1041.841	1193.029	880.527	879.33	851.185	1016.061
ENSG00000100647	SUSD6	125.001	139	104	98.67	99	92.014
ENSG00000100650	SRSF5	859.999	967	693.999	573.834	631.968	646
ENSG00000100652	SLC10A1	2	2	2	2	0	5
ENSG00000100664	EIF5	1580.614	1649.738	1554.76	942.019	1077.589	1143.076
ENSG00000100665	SERPINA4	2	0	0	5	4	1
ENSG00000100678	SLC8A3	46	43.161	23	74.374	72.999	70.103
ENSG00000100697	DICER1	817.999	1018.591	844.17	572.348	541.995	525.509
ENSG00000100711	ZFYVE21	411.635	592.625	484.711	697.874	1043.799	788.842
ENSG00000100714	MTHFD1	299.283	350.933	260.646	109.549	149.876	164.767
ENSG00000100721	TCL1A	1	5	1	19.226	6.874	7
ENSG00000100722	ZC3H14	876.999	1017.091	905	742.922	786.03	851.001
ENSG00000100726	TELO2	36.053	67	45.717	69	59.999	55
ENSG00000100731	PCNX1	238	264.105	225.9	162.086	205.953	210.17
ENSG00000100739	BDKRB1	4	3	1	132.111	5	1
ENSG00000100744	GSKIP	47	64	27	46.004	42	71
ENSG00000100749	VRK1	236.001	293.182	280.018	451.709	239.018	212
ENSG00000100764	PSMC1	687.813	863.458	672.88	477.399	479.276	616.085
ENSG00000100767	PAPLN	122.986	168.77	122.504	100.801	207.294	164.493
ENSG00000100784	RPS6KA5	112	142.001	122.001	16687.136	119.561	119
ENSG00000100796	PPP4R3A	1197.878	1477.082	1082.007	609.016	714.546	764.749
ENSG00000100802	C14orf93	34	40	32	23.001	28	23
ENSG00000100804	PSMB5	179.466	221.876	162.855	154.136	160.863	186.984
ENSG00000100811	YY1	1014	1297.36	1104.045	620.376	651.006	715.127
ENSG00000100813	ACIN1	1223.723	1497.911	1092.537	609.537	710.981	823.001
ENSG00000100814	CCNB1IP1	1	2	3	2	5	1
ENSG00000100815	TRIP11	184.482	223.835	168.196	98.472	160.998	161.712
ENSG00000100823	APEX1	123	142	122.999	97.136	120	107.001
ENSG00000100836	PABPN1	1077.507	1339.118	959.787	545.722	595.927	827.018
ENSG00000100842	EFS	21	19	23.9	24.846	21.042	22.334
ENSG00000100852	ARHGAP5	1197.394	1331.903	936.239	731.22	761.047	800.42
ENSG00000100865	CINP	42	47	13	11.045	16	21
ENSG00000100867	DHRS2	26.35	17.684	17.507	18.552	27.551	20.595
ENSG00000100883	SRP54	983	1091.999	830.001	690.66	710.178	734.612
ENSG00000100884	CPNE6	5.233	20	7	26	20.955	11
ENSG00000100888	CHD8	1269.438	1424.073	1225.864	756.636	829.829	814.799
ENSG00000100889	PCK2	79.001	135.248	108	310.361	349.907	382.95
ENSG00000100890	PRORP	17	34	44	41	20.995	25.346
ENSG00000100897	DCAF11	160.001	140.943	113	131.966	77	113.001
ENSG00000100902	PSMA6	1022.524	1354.758	1050.318	568.705	640.169	767.903
ENSG00000100906	NFKBIA	293.933	331.001	281	153	124	178.999
ENSG00000100908	EMC9	12	6	13	14	26.313	7
ENSG00000100911	PSME2	131.988	198.99	123.565	114.141	123.656	129.997
ENSG00000100916	BRMS1L	191.726	268	216	146.602	181.001	151
ENSG00000100918	REC8	60	69	52.804	142.488	150.476	127.51
ENSG00000100926	TM9SF1	238.999	305.003	225	139.305	168	193
ENSG00000100934	SEC23A	303	306.968	331.001	323.972	395.999	362.999
ENSG00000100938	GMPR2	28.814	47	31.078	31.014	25.001	24.189
ENSG00000100941	PNN	1298.998	1677	1292.567	785.437	733.284	1006
ENSG00000100949	RABGGTA	43.001	42	50	76	38.001	44.119
ENSG00000100968	NFATC4	35.93	15	20.787	253.057	19	30
ENSG00000100979	PLTP	25	29.342	32	1024.48	19	15
ENSG00000100982	PCIF1	142	145	120	270.991	85.443	79
ENSG00000100983	GSS	59	81.999	36	100.01	31	37
ENSG00000100985	MMP9	143.385	191.519	133	196.032	218.353	243.877
ENSG00000100987	VSX1	4	13.007	4.007	10.991	11.03	2
ENSG00000100991	TRPC4AP	654.857	642	582.092	464.999	486	496
ENSG00000100994	PYGB	310	382.025	314	162	182.638	203.001
ENSG00000100997	ABHD12	158.931	179.001	151.819	238.368	100.995	135.136
ENSG00000101000	PROCR	6	3.008	16	6	7	5
ENSG00000101003	GINS1	75.999	94	78	58.002	50	62.002
ENSG00000101004	NINL	85.001	115.001	88.003	104.983	93.563	98.188
ENSG00000101017	CD40	16	21	18	41.912	12	26
ENSG00000101019	UQCC1	65	79.999	80	66.001	63	55.999
ENSG00000101040	ZMYND8	464.656	500.001	476	380.689	390.947	368.999
ENSG00000101049	SGK2	13.018	21	15	29.605	6	25
ENSG00000101052	IFT52	70	69	67	47.828	48	70.89
ENSG00000101057	MYBL2	317.001	367.084	397.044	141.941	105.013	127.698
ENSG00000101074	R3HDML	3	2.469	2	7.474	5	3
ENSG00000101076	HNF4A	113.996	95.011	75.473	274.79	75	79.342
ENSG00000101079	NDRG3	126	166.426	116.967	74	80.497	72
ENSG00000101082	SLA2	9	2	8	10	0	7
ENSG00000101084	RAB5IF	96	119.875	91	79.859	94	86
ENSG00000101096	NFATC2	34	42.002	56.419	140.927	31.014	34.001
ENSG00000101098	RIMS4	97	121.877	98	81.895	104	96.99
ENSG00000101104	PABPC1L	13	18.001	0	7	9	12
ENSG00000101109	STK4	452.999	606.004	567.281	301.999	328.001	315.746
ENSG00000101115	SALL4	14.256	7.182	4.746	1430.634	12.558	4.069
ENSG00000101126	ADNP	1592.004	1811.502	1381.415	836.918	869.932	793.001
ENSG00000101132	PFDN4	205.008	189	166.376	84.326	98.004	94.375
ENSG00000101134	DOK5	46	61	59.991	34	31	41
ENSG00000101138	CSTF1	111	86.999	78.001	230.031	58	59.003
ENSG00000101144	BMP7	7.001	12	9.001	30.664	22	8
ENSG00000101146	RAE1	255.448	370	291.091	228.715	232.22	239
ENSG00000101150	TPD52L2	48.066	40.46	20.827	69.176	28.259	29.31
ENSG00000101152	DNAJC5	107.054	141.836	104	98.042	76.77	77.266
ENSG00000101158	NELFCD	200.7	171	197	63.185	63	71
ENSG00000101160	CTSZ	284.984	256.041	261.276	307.998	263.951	285.956
ENSG00000101161	PRPF6	376.5	430	362	233.868	247	309
ENSG00000101162	TUBB1	123.892	182.765	177.02	76.813	91.007	81.425
ENSG00000101166	PRELID3B	154.003	143.182	136.211	78.117	78	89.968
ENSG00000101180	HRH3	35	54.452	13	120.101	17	27
ENSG00000101181	MTG2	29	55	37	98.001	19.552	32.984
ENSG00000101182	PSMA7	581.001	716	511	541.996	269.629	378
ENSG00000101187	SLCO4A1	31	19.858	14.976	29.559	32	19
ENSG00000101188	NTSR1	10	23	23	46.203	35.141	39
ENSG00000101189	MRGBP	414.7	760.469	412.086	399.535	856.679	531.472
ENSG00000101190	TCFL5	5.147	7	6	1299.747	1.005	12
ENSG00000101191	DIDO1	271.001	492.291	359.001	344.626	443.583	392.975
ENSG00000101193	GID8	193	227	175	97	147	106
ENSG00000101194	SLC17A9	12	30.586	7	42.999	25.997	30.998
ENSG00000101197	BIRC7	0	5.998	2	8.954	2	2
ENSG00000101198	NKAIN4	5	1	4	12.425	4	6
ENSG00000101199	ARFGAP1	71.971	98.589	89.401	94.994	95.961	78.184
ENSG00000101200	AVP	0	0	0	11.329	0	1.016
ENSG00000101203	COL20A1	34.914	33	39	61.736	42	31.029
ENSG00000101204	CHRNA4	491.736	822.322	491.792	553.867	829.009	564.24
ENSG00000101210	EEF1A2	1595.339	1929.999	1519.01	1629.266	1977.583	2083.479
ENSG00000101213	PTK6	1	3	16	21	5	5
ENSG00000101216	GMEB2	61.316	63.016	85.756	42.001	52.999	38.003
ENSG00000101220	ADISSP	81.974	78.973	65.987	53.926	82.883	69.958
ENSG00000101222	SPEF1	13	29	24.635	23	14	9
ENSG00000101224	CDC25B	97.928	167.591	111.905	106.445	124.279	145.566
ENSG00000101230	ISM1	21	18.001	13.364	17.57	9	17.076
ENSG00000101236	RNF24	258.996	351.14	332.506	405.138	470.221	457.473
ENSG00000101246	ARFRP1	249.762	372.012	231.805	298.838	427.503	371.183
ENSG00000101247	NDUFAF5	28	33	19	17	42	15
ENSG00000101251	SEL1L2	5	4	3	12.041	8	7
ENSG00000101255	TRIB3	21	10	21	83.767	53.627	81
ENSG00000101265	RASSF2	31	31	50	32	24	27
ENSG00000101266	CSNK2A1	1032.926	1179.514	1011.84	575.848	733.046	721.25
ENSG00000101276	SLC52A3	85	108	84	95.999	134.599	149
ENSG00000101278	RPS10P5	10.799	11.386	15.468	7.411	8.68	3.226
ENSG00000101280	ANGPT4	7.047	9	22.547	24.664	12.019	9.105
ENSG00000101282	RSPO4	51.035	109.791	48.279	578.658	61.065	17.007
ENSG00000101290	CDS2	157	214.022	1298.161	179.071	2325.724	169.995
ENSG00000101292	PROKR2	12	17	11.275	7	6	7
ENSG00000101294	HM13	1102	1278.021	913.002	626.211	650	672.276
ENSG00000101298	SNPH	47	57.912	54	78.263	64.048	45.069
ENSG00000101306	MYLK2	4	4	6	15.241	4.08	2
ENSG00000101307	SIRPB1	10.529	6.362	5.534	14.513	6.053	10.942
ENSG00000101310	SEC23B	515.765	639.999	451	402.703	581.399	465
ENSG00000101311	FERMT1	113.975	159.654	94.933	143.436	263.341	16.482
ENSG00000101323	HAO1	1	9	0	14.194	2	5
ENSG00000101327	PDYN	21	12	9	64.131	17	13
ENSG00000101331	CCM2L	10	10	2.014	12.208	10.659	15
ENSG00000101333	PLCB4	1146.99	1388.999	1120.001	611.465	523.496	551.998
ENSG00000101335	MYL9	143	149.537	105.221	89.914	85.18	98.01
ENSG00000101336	HCK	18	26	28	29.85	45	28
ENSG00000101337	TM9SF4	532.999	719.999	593.999	524.126	511.752	522
ENSG00000101342	TLDC2	34	41.986	42	76.242	95	72
ENSG00000101343	CRNKL1	135	192	166	77.001	88	127
ENSG00000101346	POFUT1	33.999	41.999	44	1374.084	39	26.999
ENSG00000101347	SAMHD1	76.999	88.311	53	46.079	61.379	48.001
ENSG00000101349	PAK5	9	4	12	18	6	6
ENSG00000101350	KIF3B	273	346	315	238	270	263
ENSG00000101353	MROH8	9.005	12	13	22.113	4	6
ENSG00000101361	NOP56	1516.394	1741.332	1524.732	2769.659	905.191	1098.278
ENSG00000101363	MANBAL	11	18.001	17	9	21	12
ENSG00000101365	IDH3B	409.999	493	379.002	235.004	292.982	266
ENSG00000101367	MAPRE1	797.427	1005.016	678.956	427.719	437.786	507.847
ENSG00000101384	JAG1	33.243	39.105	29.999	43.169	36.288	24.148
ENSG00000101391	CDK5RAP1	57.999	28	28	45	44.074	39.999
ENSG00000101400	SNTA1	8	20	10	21.457	20	19
ENSG00000101405	OXT	1	1.978	0	5.029	4.062	0
ENSG00000101407	TTI1	70	93	97	85.486	66	48.298
ENSG00000101412	E2F1	211	224.546	224	62.837	87.685	115
ENSG00000101413	RPRD1B	373	444	420	188.16	161	196.999
ENSG00000101417	PXMP4	145.318	282.941	9	179.416	296.06	252.887
ENSG00000101421	CHMP4B	565.994	615.962	610	376.849	445.748	526.099
ENSG00000101425	BPI	1	2	2	15	0	2
ENSG00000101435	CST9L	0	1	2	0	0	1
ENSG00000101438	SLC32A1	93.004	109.274	82.247	225.856	181.847	216.366
ENSG00000101439	CST3	109	139	145	132	164	139.001
ENSG00000101440	ASIP	0	1	0	4.085	3	2
ENSG00000101441	CST4	19	9.415	2.778	15.494	8	7.976
ENSG00000101442	ACTR5	73.831	85.673	65	32.185	35.452	43.885
ENSG00000101443	WFDC2	5	3	1	2	2	0
ENSG00000101444	AHCY	252.227	259.472	223.983	192.136	222.765	170.119
ENSG00000101445	PPP1R16B	228	211	174.78	321	279	364
ENSG00000101446	SPINT3	0	2	0	1	0	0
ENSG00000101447	FAM83D	38	75	64	100.978	21	39
ENSG00000101448	EPPIN	12	12	10	9.185	6.312	10
ENSG00000101452	DHX35	49	49	42	59.172	51	41.999
ENSG00000101457	DNTTIP1	82.001	127	95.055	43	77.001	77
ENSG00000101460	MAP1LC3A	179	247	154.502	238.291	256.037	281
ENSG00000101463	SYNDIG1	12	18	11	9	5	9
ENSG00000101464	PIGU	133.603	207.29	166.227	137.871	134.513	171.767
ENSG00000101470	TNNC2	10	7	4	2	11	3
ENSG00000101473	ACOT8	26	37.842	37	23.591	37.775	36
ENSG00000101474	APMAP	81	82	81	85.786	76	98
ENSG00000101489	CELF4	265.002	472.001	286	236.947	236.985	246
ENSG00000101493	ZNF516	170.999	156.853	122	187.45	172.268	181
ENSG00000101542	CDH20	22	14.965	18	43	11	19.178
ENSG00000101544	ADNP2	48.013	91	78	70.461	75	72.389
ENSG00000101546	RBFA	5	14.538	10.895	34.463	13.29	18
ENSG00000101557	USP14	422	484	316.999	340.996	308.964	340.061
ENSG00000101558	VAPA	953.89	1130.957	791.95	605.833	729.362	699.979
ENSG00000101574	METTL4	13	13.82	6	11	10	7
ENSG00000101577	LPIN2	78.233	69	62.636	63.999	70	57.892
ENSG00000101596	SMCHD1	1079.29	1510.07	1223.873	1141.738	1182.025	1328.04
ENSG00000101605	MYOM1	17	21	25	32.988	9	16
ENSG00000101608	MYL12A	152.5	158.093	116.206	54.2	73.324	79.856
ENSG00000101624	CEP76	94.999	118.999	102	66.102	58.907	75
ENSG00000101638	ST8SIA5	49.018	59.72	38.844	154.992	82.695	50.385
ENSG00000101639	CEP192	148.001	159	114.999	91.457	130.032	124.578
ENSG00000101654	RNMT	47	99.061	79.02	94.829	75.999	81.257
ENSG00000101665	SMAD7	563.396	703.958	594.154	818.332	178.82	402.636
ENSG00000101670	LIPG	27	40	36	163.526	61.345	58.063
ENSG00000101680	LAMA1	66.913	78.75	60.852	60.37	106.127	72.092
ENSG00000101695	RNF125	5	4.355	4	9.444	7.32	10
ENSG00000101745	ANKRD12	358.352	393.999	253.882	318.001	289	335.001
ENSG00000101746	NOL4	4	15	7	20.994	4	5
ENSG00000101751	POLI	33	42.001	39.745	27.955	46.565	41.001
ENSG00000101752	MIB1	896.19	991.362	795.357	766.384	894.347	914.426
ENSG00000101773	RBBP8	167.999	261	146	167.004	169.999	181.999
ENSG00000101782	RIOK3	549.011	568.098	400.001	387.158	380.029	493.043
ENSG00000101811	CSTF2	411	474.109	379	293.852	297	357
ENSG00000101812	H2BW2	0	0	4	6	2	1
ENSG00000101825	MXRA5	14.444	23.606	12.841	64.04	67.083	25.289
ENSG00000101842	VSIG1	11	10.025	20	11.43	7	6
ENSG00000101843	PSMD10	116	105.833	120	86	57	90
ENSG00000101844	ATG4A	73	69	71	53.631	25	42.001
ENSG00000101846	STS	21	46.974	24.136	38.09	29.111	42.54
ENSG00000101849	TBL1X	261.819	348.536	244.245	271.415	287.433	128.263
ENSG00000101850	GPR143	5	1	5	14.127	2	2
ENSG00000101856	PGRMC1	544	701	505	519	611	669
ENSG00000101868	POLA1	433.001	524.999	476	302.477	280.001	313.998
ENSG00000101871	MID1	63	62.999	43	38.049	36.826	32.159
ENSG00000101882	NKAP	265.969	311.907	215.837	198.679	198.872	191.982
ENSG00000101883	RHOXF1	9.028	5.024	12	8.307	4.07	1.078
ENSG00000101888	NXT2	28	26	10	19	7	17
ENSG00000101890	GUCY2F	0	8	3	29	0	2.056
ENSG00000101892	ATP1B4	3	10.135	6	13	14	11.263
ENSG00000101898	MCTS2	0	22.404	17	6.284	8	7.724
ENSG00000101901	ALG13	120	135.999	121	117.437	95.491	128.002
ENSG00000101911	PRPS2	201	231.058	200.576	100.975	113.021	123.999
ENSG00000101916	TLR8	1	4	0	28	4	3
ENSG00000101928	MOSPD1	41.999	50	21	34	29	44
ENSG00000101935	AMMECR1	460.877	651.844	451	185.051	184.999	205
ENSG00000101938	CHRDL1	4	3	6	6	17	6
ENSG00000101940	WDR13	46.001	74.828	62.038	102.414	90.001	84.703
ENSG00000101945	SUV39H1	228	285	263.007	160.213	155	178
ENSG00000101951	PAGE4	9	0	0	6	9	4
ENSG00000101955	SRPX	10	13	0	4.015	7	4
ENSG00000101958	GLRA2	2	2	5	2	10.302	2
ENSG00000101966	XIAP	157.939	150.999	114	76.73	74.66	90
ENSG00000101972	STAG2	1237.999	1753.001	1374	797	945	910
ENSG00000101974	ATP11C	244	333.265	115.994	99.445	83.271	69.683
ENSG00000101977	MCF2	8	20.999	6	7	3	5
ENSG00000101981	F9	21	39.421	18	21	35	31
ENSG00000101986	ABCD1	21.023	33.135	35.399	44.341	33	47.774
ENSG00000101997	CCDC22	47	61.317	55	43.254	55.837	40
ENSG00000102001	CACNA1F	9.002	16.051	23.059	20.527	19.096	19.172
ENSG00000102003	SYP	709.688	1033.272	694.318	775.953	1282.045	972.418
ENSG00000102007	PLP2	268	320	213	177	209	183
ENSG00000102010	BMX	1	6	3	69.502	6	2
ENSG00000102021	LUZP4	130	167	119	64	59	103
ENSG00000102024	PLS3	92	153	109	8.865	226.621	143
ENSG00000102030	NAA10	532.199	638.756	568.999	443.32	355.837	399.586
ENSG00000102032	RENBP	14	21	18	21.001	18	24
ENSG00000102034	ELF4	107.838	161	91.656	159.106	180.025	146.602
ENSG00000102038	SMARCA1	3	3	2	22.521	3	3.002
ENSG00000102043	MTMR8	3	4	3	5	8	5
ENSG00000102048	ASB9	9.041	8	8	1	3	4
ENSG00000102053	ZC3H12B	29	19	20	36.859	32.999	14
ENSG00000102054	RBBP7	3840.998	4749.051	3523	1894.62	2303.998	2265.109
ENSG00000102055	PPP1R2C	1	0	2	1	1	1
ENSG00000102057	KCND1	28.931	58.301	43	117.475	80.918	78.857
ENSG00000102076	OPN1LW	10.213	32.3	17	6.962	6.11	12.09
ENSG00000102078	SLC25A14	21.33	44.544	22	59.919	51	37.756
ENSG00000102081	FMR1	836.993	926.809	744.194	527.068	643.99	634.001
ENSG00000102096	PIM2	48	52.338	53	59.989	38.809	30.38
ENSG00000102098	SCML2	32.001	57.85	35.626	45	45.137	53
ENSG00000102100	SLC35A2	31	43	32	65.009	62.204	58
ENSG00000102103	PQBP1	76	94	77.001	51.389	71	65
ENSG00000102104	RS1	8	19	25.001	12.62	19	24
ENSG00000102109	PCSK1N	142.683	178.566	111.496	164.692	214.983	256.496
ENSG00000102119	EMD	30	30.487	35.001	56.786	24	17
ENSG00000102125	TAFAZZIN	47	43.001	11.997	63.913	46.998	34.155
ENSG00000102128	RAB40AL	5.921	1	0	8.806	1.046	2
ENSG00000102144	PGK1	1132.177	1450.315	1030.133	893.642	1042.945	1089.812
ENSG00000102145	GATA1	3	6	2	12.999	11	1
ENSG00000102158	MAGT1	52	44.849	7	29	36	47
ENSG00000102172	SMS	316.123	411.232	419.247	318.247	326.958	414.085
ENSG00000102174	PHEX	15	24.3	6.082	29.002	25.005	9
ENSG00000102178	UBL4A	51	48.001	26	46.616	36	38.882
ENSG00000102181	CD99L2	3.051	4.06	19.89	23.374	8.553	10.632
ENSG00000102189	EEA1	241.999	325.476	252	193.036	189	167.001
ENSG00000102195	GPR50	13	11	5	16	6	5
ENSG00000102218	RP2	15	20	15	11	9	11
ENSG00000102221	JADE3	127	109	82	108.261	112.693	139
ENSG00000102225	CDK16	443.9	431.386	423	367.151	405	395
ENSG00000102226	USP11	64.043	64	41.001	116.92	126.001	124.735
ENSG00000102230	PCYT1B	20	22.125	19.023	26.016	28	27
ENSG00000102239	BRS3	1	7	17	11	13	9
ENSG00000102241	HTATSF1	163.694	165.662	184.841	95.214	107.156	93
ENSG00000102243	VGLL1	3	4.014	2	3	4	2.001
ENSG00000102245	CD40LG	7	6	11	32	12	8
ENSG00000102265	TIMP1	7	13	9	23	8.009	6
ENSG00000102271	KLHL4	7.892	12	13	28.569	20.998	15
ENSG00000102287	GABRE	20.001	36	13	46.999	20.022	16
ENSG00000102290	PCDH11X	3	0	0	20.074	12.022	0
ENSG00000102302	FGD1	485.865	595.787	500.747	312.213	344	320.215
ENSG00000102309	PIN4	128.498	147.404	135.806	89.177	68.949	103.263
ENSG00000102312	PORCN	11	21.001	25	28.573	14	14
ENSG00000102313	ITIH6	504.488	547.011	500.211	707.676	906.898	815.99
ENSG00000102316	MAGED2	180	168.838	138.09	272.489	295.721	365.675
ENSG00000102317	RBM3	762.999	907.001	724.001	402.013	461.14	508.999
ENSG00000102349	KLF8	17	29	41	223.021	72.994	55
ENSG00000102359	SRPX2	12	9	7	10.172	12	2
ENSG00000102362	SYTL4	13.145	15.105	3	16.849	21.467	19.416
ENSG00000102383	ZDHHC15	35	66	23	49.994	41.196	38
ENSG00000102384	CENPI	46.001	36	24	49	26.362	35.459
ENSG00000102385	DRP2	21	28	36	101.676	44	44.596
ENSG00000102387	TAF7L	22.973	29	21.028	7.992	13.657	10.073
ENSG00000102390	PBDC1	194	262	179	115	130	128.979
ENSG00000102393	GLA	23	20	17	53.306	30.001	28
ENSG00000102401	ARMCX3	2	7	2	15.06	4.324	6.001
ENSG00000102409	BEX4	0	8.203	9.681	0	5	3.01
ENSG00000102445	RUBCNL	29.293	41.275	29	60.274	23	33.121
ENSG00000102452	NALCN	35.185	31	35.685	38	37	36.93
ENSG00000102466	FGF14	39.377	58.618	48.978	73.994	31	57.004
ENSG00000102468	HTR2A	3	14.001	12	50.026	10	2
ENSG00000102471	NDFIP2	129.001	207.529	147.72	52.548	284.393	187.725
ENSG00000102524	TNFSF13B	2	10.395	2	15.609	10	17.46
ENSG00000102531	FNDC3A	496.996	588	516	344.424	371	352
ENSG00000102539	MLNR	3	8	1	1.066	12.286	2
ENSG00000102543	CDADC1	67.113	89	77	66.762	68.813	67.447
ENSG00000102547	CAB39L	73.001	84	106	47.761	51.999	53
ENSG00000102554	KLF5	643	698	569	356.772	356.575	392.098
